epoch_no,time_run,batch_size_per_replica,optimizer
5,2.2993111610412598,52,Adam
6,2.2870538234710693,52,Adam
7,2.2682888507843018,52,Adam
8,2.2377829551696777,52,Adam
9,2.18740177154541,52,Adam
10,2.17108154296875,52,Adam
Total_time,24.2244074344635,52,Adam
1,3.5109012126922607,56,Adam
2,2.260420799255371,56,Adam
3,2.23339581489563,56,Adam
4,2.198654890060425,56,Adam
5,2.2100815773010254,56,Adam
6,2.2230162620544434,56,Adam
7,2.257071018218994,56,Adam
8,2.221555233001709,56,Adam
9,2.1784660816192627,56,Adam
10,2.1858816146850586,56,Adam
Total_time,23.97825860977173,56,Adam
1,3.42374587059021,60,Adam
2,2.1701090335845947,60,Adam
3,2.2603671550750732,60,Adam
4,2.188410520553589,60,Adam
5,2.2707161903381348,60,Adam
6,2.283062696456909,60,Adam
7,2.2396674156188965,60,Adam
8,2.1031510829925537,60,Adam
9,2.0958874225616455,60,Adam
10,2.101630926132202,60,Adam
Total_time,23.61970067024231,60,Adam
1,3.659485340118408,64,Adam
2,2.1485044956207275,64,Adam
3,2.11663556098938,64,Adam
4,2.1143550872802734,64,Adam
5,2.136091709136963,64,Adam
6,2.0906240940093994,64,Adam
7,2.121274948120117,64,Adam
8,2.025904417037964,64,Adam
9,2.0724992752075195,64,Adam
10,2.0928943157196045,64,Adam
Total_time,23.053956031799316,64,Adam
1,3.538266897201538,68,Adam
2,2.213073492050171,68,Adam
3,2.210179567337036,68,Adam
4,2.201077461242676,68,Adam
5,2.1944117546081543,68,Adam
6,2.1826140880584717,68,Adam
7,2.1832830905914307,68,Adam
8,2.140674114227295,68,Adam
9,2.143709182739258,68,Adam
10,2.145934820175171,68,Adam
Total_time,23.647628784179688,68,Adam
1,3.6193628311157227,72,Adam
2,2.2184436321258545,72,Adam
3,2.2745907306671143,72,Adam
4,2.2437193393707275,72,Adam
5,2.216970443725586,72,Adam
6,2.1670479774475098,72,Adam
7,2.188227653503418,72,Adam
8,2.139478921890259,72,Adam
9,2.143794059753418,72,Adam
10,2.129089593887329,72,Adam
Total_time,23.833075761795044,72,Adam
1,3.637504816055298,76,Adam
2,2.2074007987976074,76,Adam
3,2.2172536849975586,76,Adam
4,2.198683023452759,76,Adam
5,2.166269302368164,76,Adam
6,2.1537725925445557,76,Adam
7,2.106116771697998,76,Adam
8,2.1065611839294434,76,Adam
9,2.0984575748443604,76,Adam
10,2.1112709045410156,76,Adam
Total_time,23.49744439125061,76,Adam
1,3.7258403301239014,80,Adam
2,2.1839942932128906,80,Adam
3,2.207796573638916,80,Adam
4,2.201125383377075,80,Adam
5,2.18461537361145,80,Adam
6,2.1606202125549316,80,Adam
7,2.1262564659118652,80,Adam
8,2.1029891967773438,80,Adam
9,2.105966806411743,80,Adam
10,2.0844290256500244,80,Adam
Total_time,23.571040391921997,80,Adam
1,3.803757429122925,84,Adam
2,2.263897180557251,84,Adam
3,2.2515809535980225,84,Adam
4,2.264463186264038,84,Adam
5,2.225538492202759,84,Adam
6,2.221648931503296,84,Adam
7,2.167590618133545,84,Adam
8,2.1459767818450928,84,Adam
9,2.142463207244873,84,Adam
10,2.1353955268859863,84,Adam
Total_time,24.125492095947266,84,Adam
1,3.8421404361724854,88,Adam
2,2.2217185497283936,88,Adam
3,2.2224996089935303,88,Adam
4,2.2146575450897217,88,Adam
5,2.1694138050079346,88,Adam
6,2.177724838256836,88,Adam
7,2.115145206451416,88,Adam
8,2.1072375774383545,88,Adam
9,2.1193501949310303,88,Adam
10,2.106844663619995,88,Adam
Total_time,23.71962594985962,88,Adam
1,3.917388677597046,92,Adam
2,2.2282779216766357,92,Adam
3,2.236393690109253,92,Adam
4,2.1919548511505127,92,Adam
5,2.1913533210754395,92,Adam
6,2.1967856884002686,92,Adam
7,2.101475477218628,92,Adam
8,2.106935739517212,92,Adam
9,2.111729145050049,92,Adam
10,2.115987539291382,92,Adam
Total_time,23.893038034439087,92,Adam
1,4.116921663284302,96,Adam
2,2.184675931930542,96,Adam
3,2.1998541355133057,96,Adam
4,2.1963250637054443,96,Adam
5,2.199087142944336,96,Adam
6,2.158582925796509,96,Adam
7,2.1199097633361816,96,Adam
8,2.136225700378418,96,Adam
9,2.1912436485290527,96,Adam
10,2.1319098472595215,96,Adam
Total_time,24.113436937332153,96,Adam
1,3.914719820022583,100,Adam
2,2.2468106746673584,100,Adam
3,2.2133262157440186,100,Adam
4,2.270291328430176,100,Adam
5,2.2527084350585938,100,Adam
6,2.2134039402008057,100,Adam
7,2.1816186904907227,100,Adam
8,2.1565921306610107,100,Adam
9,2.134511709213257,100,Adam
10,2.1557140350341797,100,Adam
Total_time,24.226243019104004,100,Adam
1,4.073333740234375,112,Adam
2,2.187540292739868,112,Adam
3,2.210209608078003,112,Adam
4,2.2343568801879883,112,Adam
5,2.2200686931610107,112,Adam
6,2.167116641998291,112,Adam
7,2.1485965251922607,112,Adam
8,2.122474193572998,112,Adam
9,2.0750269889831543,112,Adam
10,2.106522798538208,112,Adam
Total_time,24.030238151550293,112,Adam
