epoch_no,time_run,batch_size_per_replica,optimizer
9,2.671234846,76,Adam
10,2.673383474,76,Adam
Total_time,27.6815002,76,Adam
1,3.3928473,80,Adam
2,2.624756575,80,Adam
3,2.635010004,80,Adam
4,2.636781693,80,Adam
5,2.625750065,80,Adam
6,2.626721144,80,Adam
7,2.617977858,80,Adam
8,2.617683649,80,Adam
9,2.608647823,80,Adam
10,2.607831955,80,Adam
Total_time,27.09680867,80,Adam
1,3.506783962,84,Adam
2,2.709341288,84,Adam
3,2.715133905,84,Adam
4,2.718476057,84,Adam
5,2.707447052,84,Adam
6,2.703962564,84,Adam
7,2.690725803,84,Adam
8,2.689642191,84,Adam
9,2.692630053,84,Adam
10,2.693665028,84,Adam
Total_time,27.93046117,84,Adam
1,3.458187819,88,Adam
2,2.673879147,88,Adam
3,2.678915024,88,Adam
4,2.678744078,88,Adam
5,2.668375731,88,Adam
6,2.667418242,88,Adam
7,2.652043104,88,Adam
8,2.653957605,88,Adam
9,2.661703587,88,Adam
10,2.658062696,88,Adam
Total_time,27.55435824,88,Adam
1,3.449902058,92,Adam
2,2.648448229,92,Adam
3,2.652843952,92,Adam
4,2.653484344,92,Adam
5,2.644851208,92,Adam
6,2.651508331,92,Adam
7,2.63823247,92,Adam
8,2.636181593,92,Adam
9,2.626149178,92,Adam
10,2.626040459,92,Adam
Total_time,27.32731223,92,Adam
1,3.383906841,96,Adam
2,2.588291645,96,Adam
3,2.595704079,96,Adam
4,2.599410295,96,Adam
5,2.588378906,96,Adam
6,2.591097355,96,Adam
7,2.578488827,96,Adam
8,2.573871613,96,Adam
9,2.567800999,96,Adam
10,2.571701527,96,Adam
Total_time,26.74008751,96,Adam
1,3.489621878,100,Adam
2,2.688250542,100,Adam
3,2.691019773,100,Adam
4,2.693372488,100,Adam
5,2.686562538,100,Adam
6,2.680572033,100,Adam
7,2.670831442,100,Adam
8,2.673371553,100,Adam
9,2.657987356,100,Adam
10,2.666967154,100,Adam
Total_time,27.70197654,100,Adam
1,3.404573917,112,Adam
2,2.573527098,112,Adam
3,2.578958273,112,Adam
4,2.57537365,112,Adam
5,2.573333263,112,Adam
6,2.556575537,112,Adam
7,2.547846556,112,Adam
8,2.551878929,112,Adam
9,2.553361416,112,Adam
10,2.555299282,112,Adam
Total_time,26.5682776,112,Adam
