epoch_no,time_run,batch_size_per_replica,optimizer
8,2.587299347,96,Adam
9,2.586726189,96,Adam
10,2.611268044,96,Adam
Total_time,26.84260702,96,Adam
1,3.334532976,100,Adam
2,2.702817678,100,Adam
3,2.69385767,100,Adam
4,2.713995457,100,Adam
5,2.712882042,100,Adam
6,2.691382408,100,Adam
7,2.674031973,100,Adam
8,2.679296732,100,Adam
9,2.686680317,100,Adam
10,2.704918385,100,Adam
Total_time,27.69534039,100,Adam
1,3.243206501,112,Adam
2,2.566180944,112,Adam
3,2.568682194,112,Adam
4,2.578902245,112,Adam
5,2.586130142,112,Adam
6,2.568515062,112,Adam
7,2.549812317,112,Adam
8,2.547769308,112,Adam
9,2.553506851,112,Adam
10,2.556393147,112,Adam
Total_time,26.41784358,112,Adam
