epoch_no,time_run,batch_size_per_replica,optimizer
4,2.543942928,48,Adam
5,2.541734695,48,Adam
6,2.553510666,48,Adam
7,2.557213068,48,Adam
8,2.545936108,48,Adam
9,2.524643421,48,Adam
10,2.535987616,48,Adam
Total_time,26.32067275,48,Adam
1,3.352848053,52,Adam
2,2.663029432,52,Adam
3,2.662244558,52,Adam
4,2.657155752,52,Adam
5,2.658192396,52,Adam
6,2.654467583,52,Adam
7,2.655738592,52,Adam
8,2.642522812,52,Adam
9,2.633009911,52,Adam
10,2.638732195,52,Adam
Total_time,27.34375143,52,Adam
1,3.285502195,56,Adam
2,2.611788273,56,Adam
3,2.603822708,56,Adam
4,2.596021652,56,Adam
5,2.590202332,56,Adam
6,2.602727413,56,Adam
7,2.601255655,56,Adam
8,2.587407589,56,Adam
9,2.570577145,56,Adam
10,2.5704813,56,Adam
Total_time,26.74711895,56,Adam
1,3.237673998,60,Adam
2,2.546766758,60,Adam
3,2.54967618,60,Adam
4,2.5291605,60,Adam
5,2.523202896,60,Adam
6,2.527231693,60,Adam
7,2.526922941,60,Adam
8,2.517078638,60,Adam
9,2.515219212,60,Adam
10,2.516399384,60,Adam
Total_time,26.11708617,60,Adam
1,3.451159716,64,Adam
2,2.470056057,64,Adam
3,2.46799612,64,Adam
4,2.467018366,64,Adam
5,2.463557005,64,Adam
6,2.456831694,64,Adam
7,2.458092451,64,Adam
8,2.4351511,64,Adam
9,2.436458826,64,Adam
10,2.430864573,64,Adam
Total_time,25.66377687,64,Adam
1,3.342910528,68,Adam
2,2.592653036,68,Adam
3,2.596122026,68,Adam
4,2.591142654,68,Adam
5,2.603513718,68,Adam
6,2.584657192,68,Adam
7,2.591609716,68,Adam
8,2.570741177,68,Adam
9,2.570838451,68,Adam
10,2.579036236,68,Adam
Total_time,26.66152334,68,Adam
1,3.298911333,72,Adam
2,2.544317484,72,Adam
3,2.5612216,72,Adam
4,2.566296577,72,Adam
5,2.540469885,72,Adam
6,2.552607775,72,Adam
7,2.550593853,72,Adam
8,2.540289879,72,Adam
9,2.531365395,72,Adam
10,2.521642208,72,Adam
Total_time,26.33400774,72,Adam
1,3.288645029,76,Adam
2,2.502110004,76,Adam
3,2.511524677,76,Adam
4,2.5248909,76,Adam
5,2.512802362,76,Adam
6,2.506633997,76,Adam
7,2.487619162,76,Adam
8,2.485280514,76,Adam
9,2.476488113,76,Adam
10,2.491972923,76,Adam
Total_time,25.91593885,76,Adam
1,3.219971895,80,Adam
2,2.442093611,80,Adam
3,2.447672129,80,Adam
4,2.44264102,80,Adam
5,2.449962139,80,Adam
6,2.447902203,80,Adam
7,2.431989193,80,Adam
8,2.421016932,80,Adam
9,2.425038099,80,Adam
10,2.42949748,80,Adam
Total_time,25.28420997,80,Adam
1,3.308911562,84,Adam
2,2.534101248,84,Adam
3,2.536854029,84,Adam
4,2.551960945,84,Adam
5,2.547241449,84,Adam
6,2.531410456,84,Adam
7,2.520755291,84,Adam
8,2.52715683,84,Adam
9,2.525878429,84,Adam
10,2.517355442,84,Adam
Total_time,26.22821641,84,Adam
1,3.273839712,88,Adam
2,2.491574526,88,Adam
3,2.500692368,88,Adam
4,2.51710391,88,Adam
5,2.503486633,88,Adam
6,2.48984313,88,Adam
7,2.48408556,88,Adam
8,2.476852179,88,Adam
9,2.482488632,88,Adam
10,2.482803822,88,Adam
Total_time,25.83234715,88,Adam
1,3.2758286,92,Adam
2,2.455131531,92,Adam
3,2.462642431,92,Adam
4,2.460652113,92,Adam
5,2.462595224,92,Adam
6,2.458557844,92,Adam
7,2.432803392,92,Adam
8,2.435706377,92,Adam
9,2.443711042,92,Adam
10,2.451515436,92,Adam
Total_time,25.46365547,92,Adam
1,3.219335794,96,Adam
2,2.418440104,96,Adam
3,2.460807562,96,Adam
4,2.450628996,96,Adam
5,2.419487953,96,Adam
6,2.412830353,96,Adam
7,2.392413139,96,Adam
8,2.389631987,96,Adam
9,2.388871193,96,Adam
10,2.39517808,96,Adam
Total_time,25.07787585,96,Adam
1,3.63689208,100,Adam
2,2.521284342,100,Adam
3,2.527000189,100,Adam
4,2.521956205,100,Adam
5,2.514188528,100,Adam
6,2.500627041,100,Adam
7,2.490812302,100,Adam
8,2.482287169,100,Adam
9,2.479495049,100,Adam
10,2.489400387,100,Adam
Total_time,26.28929019,100,Adam
1,3.323949099,112,Adam
2,2.433646441,112,Adam
3,2.43097496,112,Adam
4,2.424250841,112,Adam
5,2.422779083,112,Adam
6,2.402417898,112,Adam
7,2.39603138,112,Adam
8,2.391066313,112,Adam
9,2.390896559,112,Adam
10,2.395482779,112,Adam
Total_time,25.03979254,112,Adam
