epoch_no,time_run,batch_size_per_replica,optimizer
9,2.963552236557007,44,Adam
10,2.981849431991577,44,Adam
Total_time,31.763397693634033,44,Adam
1,4.831073999404907,48,Adam
2,2.8734378814697266,48,Adam
3,2.8774607181549072,48,Adam
4,2.899301052093506,48,Adam
5,2.8726460933685303,48,Adam
6,2.859515905380249,48,Adam
7,2.8641204833984375,48,Adam
8,2.844972610473633,48,Adam
9,2.8427882194519043,48,Adam
10,2.8423938751220703,48,Adam
Total_time,30.706339836120605,48,Adam
1,4.974119663238525,52,Adam
2,2.9567551612854004,52,Adam
3,2.969090223312378,52,Adam
4,2.9707753658294678,52,Adam
5,2.935448408126831,52,Adam
6,2.932399272918701,52,Adam
7,2.9284157752990723,52,Adam
8,2.928893566131592,52,Adam
9,2.9196369647979736,52,Adam
10,2.940338373184204,52,Adam
Total_time,31.554486989974976,52,Adam
1,4.939349174499512,56,Adam
2,2.853044033050537,56,Adam
3,2.857167959213257,56,Adam
4,2.8607442378997803,56,Adam
5,2.8744888305664062,56,Adam
6,2.8724725246429443,56,Adam
7,2.850090980529785,56,Adam
8,2.840982675552368,56,Adam
9,2.8425960540771484,56,Adam
10,2.8699300289154053,56,Adam
Total_time,30.76076889038086,56,Adam
1,5.258927583694458,60,Adam
2,2.808025360107422,60,Adam
3,2.807795763015747,60,Adam
4,2.7778244018554688,60,Adam
5,2.7777225971221924,60,Adam
6,2.7776734828948975,60,Adam
7,2.7730565071105957,60,Adam
8,2.769665002822876,60,Adam
9,2.762483835220337,60,Adam
10,2.764591693878174,60,Adam
Total_time,30.3789381980896,60,Adam
1,4.878178358078003,64,Adam
2,2.705275535583496,64,Adam
3,2.7198081016540527,64,Adam
4,2.68629789352417,64,Adam
5,2.6799821853637695,64,Adam
6,2.695889711380005,64,Adam
7,2.6772618293762207,64,Adam
8,2.665600299835205,64,Adam
9,2.6775548458099365,64,Adam
10,2.6818785667419434,64,Adam
Total_time,29.16376543045044,64,Adam
1,5.307993650436401,68,Adam
2,2.825106620788574,68,Adam
3,2.8433194160461426,68,Adam
4,2.8261570930480957,68,Adam
5,2.8278067111968994,68,Adam
6,2.8240408897399902,68,Adam
7,2.82145619392395,68,Adam
8,2.811267614364624,68,Adam
9,2.8055801391601562,68,Adam
10,2.8171236515045166,68,Adam
Total_time,30.812231302261353,68,Adam
1,5.288293361663818,72,Adam
2,2.7631208896636963,72,Adam
3,2.763706922531128,72,Adam
4,2.7701845169067383,72,Adam
5,2.7678496837615967,72,Adam
6,2.751934766769409,72,Adam
7,2.7531237602233887,72,Adam
8,2.7376492023468018,72,Adam
9,2.7422406673431396,72,Adam
10,2.7714993953704834,72,Adam
Total_time,30.211854219436646,72,Adam
1,5.268011569976807,76,Adam
2,2.7135541439056396,76,Adam
3,2.717947006225586,76,Adam
4,2.755542278289795,76,Adam
5,2.7191579341888428,76,Adam
6,2.6930627822875977,76,Adam
7,2.689258337020874,76,Adam
8,2.68761944770813,76,Adam
9,2.682027578353882,76,Adam
10,2.6905643939971924,76,Adam
Total_time,29.720555305480957,76,Adam
1,5.293287038803101,80,Adam
2,2.6546127796173096,80,Adam
3,2.6572647094726562,80,Adam
4,2.699280261993408,80,Adam
5,2.675307512283325,80,Adam
6,2.6451728343963623,80,Adam
7,2.6347146034240723,80,Adam
8,2.6213719844818115,80,Adam
9,2.6344153881073,80,Adam
10,2.649030923843384,80,Adam
Total_time,29.264211654663086,80,Adam
1,5.499926805496216,84,Adam
2,2.776378631591797,84,Adam
3,2.740055799484253,84,Adam
4,2.7496097087860107,84,Adam
5,2.730738401412964,84,Adam
6,2.7164299488067627,84,Adam
7,2.6995394229888916,84,Adam
8,2.6950771808624268,84,Adam
9,2.7067313194274902,84,Adam
10,2.7255337238311768,84,Adam
Total_time,30.141833543777466,84,Adam
1,5.506172180175781,88,Adam
2,2.7195799350738525,88,Adam
3,2.7057111263275146,88,Adam
4,2.6999833583831787,88,Adam
5,2.717893123626709,88,Adam
6,2.6940433979034424,88,Adam
7,2.6758759021759033,88,Adam
8,2.6732563972473145,88,Adam
9,2.6780524253845215,88,Adam
10,2.6808130741119385,88,Adam
Total_time,29.85037088394165,88,Adam
1,5.526293992996216,92,Adam
2,2.663196563720703,92,Adam
3,2.656055450439453,92,Adam
4,2.6639297008514404,92,Adam
5,2.6578550338745117,92,Adam
6,2.6530792713165283,92,Adam
7,2.6331541538238525,92,Adam
8,2.639190912246704,92,Adam
9,2.6665263175964355,92,Adam
10,2.652866840362549,92,Adam
Total_time,29.509135961532593,92,Adam
1,5.552236795425415,96,Adam
2,2.5978190898895264,96,Adam
3,2.602038860321045,96,Adam
4,2.6079912185668945,96,Adam
5,2.641885995864868,96,Adam
6,2.6131885051727295,96,Adam
7,2.5793874263763428,96,Adam
8,2.580477237701416,96,Adam
9,2.5930964946746826,96,Adam
10,2.5948057174682617,96,Adam
Total_time,29.06227445602417,96,Adam
1,5.736434459686279,100,Adam
2,2.6872267723083496,100,Adam
3,2.691387414932251,100,Adam
4,2.6930649280548096,100,Adam
5,2.6975059509277344,100,Adam
6,2.6760308742523193,100,Adam
7,2.6651480197906494,100,Adam
8,2.662491798400879,100,Adam
9,2.668621063232422,100,Adam
10,2.679715394973755,100,Adam
Total_time,29.956310987472534,100,Adam
1,5.827618837356567,112,Adam
2,2.5766422748565674,112,Adam
3,2.577463150024414,112,Adam
4,2.5842292308807373,112,Adam
5,2.578381061553955,112,Adam
6,2.5773744583129883,112,Adam
7,2.5634493827819824,112,Adam
8,2.5564703941345215,112,Adam
9,2.556241035461426,112,Adam
10,2.570970296859741,112,Adam
Total_time,29.066758632659912,112,Adam
