epoch_no,time_run,batch_size_per_replica,optimizer
1,3.081291913986206,64,Adam
2,0.7821900844573975,64,Adam
3,0.785330057144165,64,Adam
4,0.7757067680358887,64,Adam
5,0.7644698619842529,64,Adam
6,0.8281395435333252,64,Adam
7,0.7813529968261719,64,Adam
8,0.7671148777008057,64,Adam
9,0.7638535499572754,64,Adam
10,0.7580010890960693,64,Adam
Total_time,10.317981243133545,64,Adam
