epoch_no,time_run,batch_size_per_replica,optimizer
1,2.1590688228607178,64,Adam
2,0.37683939933776855,64,Adam
3,0.3439950942993164,64,Adam
4,0.38347697257995605,64,Adam
5,0.3426234722137451,64,Adam
6,0.36791133880615234,64,Adam
7,0.3463585376739502,64,Adam
8,0.3107163906097412,64,Adam
9,0.3118457794189453,64,Adam
10,0.3153233528137207,64,Adam
Total_time,5.539740085601807,64,Adam
