epoch_no,time_run,batch_size_per_replica,optimizer
1,0.5751667022705078,64,Adam
2,0.02920675277709961,64,Adam
3,0.028852462768554688,64,Adam
4,0.0289461612701416,64,Adam
5,0.028899192810058594,64,Adam
6,0.028664350509643555,64,Adam
7,0.028778791427612305,64,Adam
8,0.02846503257751465,64,Adam
9,0.028279542922973633,64,Adam
10,0.027999401092529297,64,Adam
Total_time,0.8618128299713135,64,Adam
