epoch_no,time_run,batch_size_per_replica,optimizer
1,2.10953688621521,64,Adam
2,0.2474832534790039,64,Adam
3,0.24500465393066406,64,Adam
4,0.2405862808227539,64,Adam
5,0.23861932754516602,64,Adam
6,0.23788952827453613,64,Adam
7,0.23814153671264648,64,Adam
8,0.22087454795837402,64,Adam
9,0.22223591804504395,64,Adam
10,0.22411394119262695,64,Adam
Total_time,4.329304456710815,64,Adam
