epoch_no,time_run,batch_size_per_replica,optimizer
1,2.549862861633301,64,Adam
2,0.47680187225341797,64,Adam
3,0.47675490379333496,64,Adam
4,0.47081923484802246,64,Adam
5,0.4743611812591553,64,Adam
6,0.468364953994751,64,Adam
7,0.47028136253356934,64,Adam
8,0.4645528793334961,64,Adam
9,0.46425962448120117,64,Adam
10,0.4669680595397949,64,Adam
Total_time,6.863910913467407,64,Adam
