epoch_no,time_run,batch_size_per_replica,optimizer
1,2.148197889328003,64,Adam
2,0.24484729766845703,64,Adam
3,0.24325895309448242,64,Adam
4,0.24374008178710938,64,Adam
5,0.24205660820007324,64,Adam
6,0.24233150482177734,64,Adam
7,0.24362969398498535,64,Adam
8,0.23886895179748535,64,Adam
9,0.24030065536499023,64,Adam
10,0.24736332893371582,64,Adam
Total_time,4.386194944381714,64,Adam
