epoch_no,time_run,batch_size_per_replica,optimizer
1,6.404284715652466,64,Adam
2,2.692699909210205,64,Adam
3,2.70086932182312,64,Adam
4,2.697563886642456,64,Adam
5,2.688859462738037,64,Adam
6,2.673835277557373,64,Adam
7,2.684102773666382,64,Adam
8,2.67814564704895,64,Adam
9,2.672642469406128,64,Adam
10,2.6698880195617676,64,Adam
Total_time,30.67196011543274,64,Adam
