epoch_no,time_run,batch_size_per_replica,optimizer
1,6.2503297328948975,64,Adam
2,2.692439556121826,64,Adam
3,2.6835601329803467,64,Adam
4,2.6809353828430176,64,Adam
5,2.6947193145751953,64,Adam
6,2.6987085342407227,64,Adam
7,2.6909494400024414,64,Adam
8,2.6727473735809326,64,Adam
9,2.674064874649048,64,Adam
10,2.6793172359466553,64,Adam
Total_time,30.519412517547607,64,Adam
