epoch_no,time_run,batch_size_per_replica,optimizer
1,6.190314769744873,64,Adam
2,2.6690306663513184,64,Adam
3,2.6725242137908936,64,Adam
4,2.6771650314331055,64,Adam
5,2.6980464458465576,64,Adam
6,2.690160036087036,64,Adam
7,2.6828114986419678,64,Adam
8,2.6541504859924316,64,Adam
9,2.6617274284362793,64,Adam
10,2.6730806827545166,64,Adam
Total_time,30.377789974212646,64,Adam
